weight,f_obs,soft_p1,attn_binder,diversity,d_pca,β
1.0,0.582258064516129,0.27479476130452174,0.9633516275459044,0.5364528301886793,80,6.482468428208699
1.5,0.5903225806451613,0.2578200271630685,0.9631493621228144,0.5135471698113208,79,6.482468428208699
2.0,0.5887096774193549,0.23158605497889997,0.9589751998517522,0.4981132075471698,78,6.482468428208699
3.0,0.5532258064516129,0.21408407554279618,0.9628316657627337,0.4690943396226416,73,6.482468428208699
5.0,0.5903225806451613,0.19849403297337387,0.9664032608665404,0.401056603773585,65,6.482468428208699
8.0,0.3419354838709677,0.1774720884991964,0.9572102448957936,0.31437735849056625,59,6.482468428208699
10.0,0.2645161290322581,0.17469086702200654,0.9552999762018228,0.2738867924528301,57,6.482468428208699
15.0,0.10161290322580645,0.17083703535953923,0.9559989015636774,0.2189433962264149,55,6.482468428208699
20.0,0.037096774193548385,0.16870708371850682,0.9574443779556217,0.16422641509433977,54,6.482468428208699
